"id";"nom";"codepostal";"longitude";"latitude"
"noisy-le-grand";"Noisy-le-Grand";"93160";2.56667;48.85
"romainville";"Romainville";"93230";2.43333;48.8833
"aubervilliers";"Aubervilliers";"93300";2.38333;48.9167
"noisy-le-sec";"Noisy-le-Sec";"93130";2.46667;48.8833
"villepinte-93";"Villepinte";"93420";2.53333;48.9667
"bobigny";"Bobigny";"93000";2.45;48.9
"pierrefitte-sur-seine";"Pierrefitte-sur-Seine";"93380";2.36667;48.9667
"tremblay-en-france";"Tremblay-en-France";"93290";2.57639;48.9562
"vaujours";"Vaujours";"93410";2.56667;48.9333
"montfermeil";"Montfermeil";"93370";2.56667;48.9
"île-saint-denis";"L'Île-Saint-Denis";"93450";2.33333;48.9333
"pre-saint-gervais";"Le Pré-Saint-Gervais";"93310";2.4;48.8833
"stains";"Stains";"93240";2.38333;48.95
"pantin";"Pantin";"93500";2.4;48.9
"neuilly-plaisance";"Neuilly-Plaisance";"93360";2.51667;48.8667
"rosny-sous-bois";"Rosny-sous-Bois";"93110";2.48333;48.8667
"saint-ouen-93";"Saint-Ouen";"93400";2.33333;48.9
"gournay-sur-marne";"Gournay-sur-Marne";"93460";2.56667;48.8667
"bondy";"Bondy";"93140";2.46667;48.9
"epinay-sur-seine";"Épinay-sur-Seine";"93800";2.30833;48.95
"neuilly-sur-marne";"Neuilly-sur-Marne";"93330";2.53333;48.85
"drancy";"Drancy";"93700";2.45;48.9333
"blanc-mesnil";"Le Blanc-Mesnil";"93150";2.45;48.9333
"gagny";"Gagny";"93220";2.53333;48.8833
"fontenay-sous-bois";"Fontenay-sous-Bois";"94120";2.48333;48.85
"haÿ-les-roses";"L'Haÿ-les-Roses";"94240";2.33333;48.7833
"limeil-brevannes";"Limeil-Brévannes";"94450";2.48333;48.7333
"alfortville";"Alfortville";"94140";2.41667;48.8
"plessis-trevise";"Le Plessis-Trévise";"94420";2.56667;48.8167
"choisy-le-roi";"Choisy-le-Roi";"94600";2.41667;48.7667
"saint-mande";"Saint-Mandé";"94160";2.41667;48.8333
"fresnes-94";"Fresnes";"94260";2.31667;48.75
"villiers-sur-marne";"Villiers-sur-Marne";"94350";2.55;48.8333
"kremlin-bicetre";"Le Kremlin-Bicêtre";"94270";2.36667;48.8167
"boissy-saint-leger";"Boissy-Saint-Léger";"94470";2.51667;48.75
"queue-en-brie";"La Queue-en-Brie";"94510";2.58333;48.7833
"ormesson-sur-marne";"Ormesson-sur-Marne";"94490";2.55;48.7833
"arcueil";"Arcueil";"94110";2.33333;48.8
"villecresnes";"Villecresnes";"94440";2.53333;48.7167
"perreux-sur-marne";"Le Perreux-sur-Marne";"94170";2.5;48.85
"valenton";"Valenton";"94460";2.46667;48.75
"nogent-sur-marne";"Nogent-sur-Marne";"94130";2.48333;48.8333
"cachan";"Cachan";"94230";2.33333;48.7833
"saint-maur-des-fosses";"Saint-Maur-des-Fossés";"94100-94210";2.5;48.8
"rungis";"Rungis";"94150";2.35;48.75
"thiais";"Thiais";"94320";2.38333;48.7667
"sucy-en-brie";"Sucy-en-Brie";"94880";2.53333;48.7667
"vincennes";"Vincennes";"94300";2.43333;48.85
"charenton-le-pont";"Charenton-le-Pont";"94220";2.41667;48.8167
"saint-maurice-94";"Saint-Maurice";"94410";2.45833;48.8167
"bry-sur-marne";"Bry-sur-Marne";"94360";2.51667;48.8333
"bonneuil-sur-marne";"Bonneuil-sur-Marne";"94380";2.48333;48.7667
"joinville-le-pont";"Joinville-le-Pont";"94340";2.46667;48.8167
"ablon-sur-seine";"Ablon-sur-Seine";"94480";2.41667;48.7167
"gentilly";"Gentilly";"94250";2.33333;48.8167
"villejuif";"Villejuif";"94800";2.36667;48.8
"vitry-sur-seine";"Vitry-sur-Seine";"94400";2.4;48.7833
"chevilly-larue";"Chevilly-Larue";"94550";2.35;48.7667
"chennevieres-sur-marne";"Chennevières-sur-Marne";"94430";2.51667;48.8
"champigny-sur-marne";"Champigny-sur-Marne";"94500";2.51667;48.8167
"ivry-sur-seine";"Ivry-sur-Seine";"94200";2.38333;48.8167
"maisons-alfort";"Maisons-Alfort";"94700";2.43333;48.8
"orly";"Orly";"94310";2.4;48.75
"villeneuve-le-roi";"Villeneuve-le-Roi";"94290";2.41667;48.7333
"villeneuve-saint-georges";"Villeneuve-Saint-Georges";"94190";2.45;48.7333
"creteil";"Créteil";"94000";2.46667;48.7833
"osny";"Osny";"95520";2.06667;49.0667
"cergy";"Cergy";"95000-95800";2.06667;49.0333
"ezanville";"Ézanville";"95460";2.36667;49.0333
"jouy-le-moutier";"Jouy-le-Moutier";"95280";2.03333;49.0167
"magny-en-vexin";"Magny-en-Vexin";"95420";1.78333;49.15
"domont";"Domont";"95330";2.33333;49.0333
"montmorency";"Montmorency";"95160";2.33333;49
"pontoise";"Pontoise";"95300";2.1;49.05
"vaureal";"Vauréal";"95490";2.03333;49.0333
"marly-la-ville";"Marly-la-Ville";"95670";2.5;49.0833
"groslay";"Groslay";"95410";2.35;48.9833
"menucourt";"Menucourt";"95180";1.98333;49.0167
"herblay";"Herblay";"95220";2.16667;49
"ermont";"Ermont";"95120";2.26667;48.9833
"auvers-sur-oise";"Auvers-sur-Oise";"95760";2.16667;49.0667
"saint-brice-sous-foret";"Saint-Brice-sous-Forêt";"95350";2.36667;49
"goussainville-95";"Goussainville";"95190";2.46667;49.0167
"pierrelaye";"Pierrelaye";"95480";2.16667;49.0167
"franconville-95";"Franconville";"95130";2.23333;48.9833
"louvres";"Louvres";"95380";2.5;49.0333
"gonesse";"Gonesse";"95500";2.45;48.9833
"deuil-la-barre";"Deuil-la-Barre";"95170";2.33333;48.9833
"bezons";"Bezons";"95870";2.21667;48.9333
"courdimanche";"Courdimanche";"95800";2;49.0333
"saint-gratien-95";"Saint-Gratien";"95210";2.28333;48.9667
"taverny";"Taverny";"95150";2.21667;49.0333
"bessancourt";"Bessancourt";"95550";2.21667;49.0333
"beaumont-sur-oise";"Beaumont-sur-Oise";"95260";2.28333;49.1333
"cormeilles-en-parisis";"Cormeilles-en-Parisis";"95240";2.2;48.9833
"bouffemont";"Bouffémont";"95570";2.3;49.05
"sannois";"Sannois";"95110";2.25;48.9667
"ecouen";"Écouen";"95440";2.38333;49.0167
"saint-prix-95";"Saint-Prix";"95390";2.26667;49.0167
"saint-leu-la-foret";"Saint-Leu-la-Forêt";"95320";2.25;49.0167
"saint-ouen-l-aumone";"Saint-Ouen-l'Aumône";"95310";2.11667;49.05
"persan";"Persan";"95340";2.26667;49.15
"isle-adam";"L'Isle-Adam";"95290";2.23333;49.1167
"garges-les-gonesse";"Garges-lès-Gonesse";"95140";2.41667;48.9667
"montmagny";"Montmagny";"95360";2.35;48.9667
"montigny-les-cormeilles";"Montigny-lès-Cormeilles";"95370";2.18333;48.9833
"eaubonne";"Eaubonne";"95600";2.28333;49
"parmain";"Parmain";"95620";2.21667;49.1167
"argenteuil";"Argenteuil";"95100";2.25;48.95
"plessis-bouchard";"Le Plessis-Bouchard";"95130";2.23333;49
"villiers-le-bel";"Villiers-le-Bel";"95400";2.38333;49
"eragny";"Éragny";"95610";2.1;49.0167
"sarcelles";"Sarcelles";"95200";2.38333;49
"mery-sur-oise";"Méry-sur-Oise";"95540";2.2;49.0667
"soisy-sous-montmorency";"Soisy-sous-Montmorency";"95230";2.3;48.9833
"beauchamp";"Beauchamp";"95250";2.2;49.0167
"enghien-les-bains";"Enghien-les-Bains";"95880";2.31667;48.9667
"arnouville";"Arnouville";"95400";2.41667;48.9833
"fosses-95";"Fosses";"95470";2.48333;49.1
